year,Reporting Entity,Facility Name,State,Electricity production (GJ),Electricity Production (Mwh),scope 1,scope 2,Total emissions (t CO2-e),numbers,Power Per unit,Capacity
2012,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,,"595,404",,30,297,327,31,1.5,46.5
2012,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,,"2,405,976",,94,"1,095","1,189",128,1.5,192
2012,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,,"1,194,036",,83,234,317,45,2.1,95
2012,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,,"922,419",,46,179,225,34,2.1,71
2012,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,,"1,532,308",,112,349,461,63,2.1,132
2012,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,,"540,866",,53,198,251,25,2.1,52.5
2012,AGL ENERGY LIMITED,Macarthur Wind Farm,,"2,079,451",,"1,866","2,122","3,988",140,3,420
2012,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,,"539,084",,74,622,696,32,2.1,67.2
2012,AGL ENERGY LIMITED,Wattle Point Wind Farm,,"860,778",,66,221,287,55,1.65,91
2012,APT PIPELINES LIMITED,Emu Downs Wind Farm,,"815,272",,450,445,895,48,1.65,79.2
2012,CANUNDA POWER PTY LTD,Canunda Wind Farm,,"431,639",,18,152,170,23,2,46
2012,CWF HOLDINGS PTY LTD,Collgar Wind Farm,,"2,180,019",,231,760,991,111,2,222
2012,ELECTRICITY GENERATION CORPORATION T/A VERVE ENERGY,Albany Wind Farm,,"322,543",,10,13,23,12,2.95,35.4
2012,ELECTRICITY GENERATION CORPORATION T/A VERVE ENERGY,Denham Wind Farm,,"7,363",,0,1,1,4,1.02,4
2012,ELECTRICITY GENERATION CORPORATION T/A VERVE ENERGY,Esperance Wind Farm,,"51,960",,0,10,10,9,0.225,2.025
2012,ELECTRICITY GENERATION CORPORATION T/A VERVE ENERGY,Kalbarri Wind Farm,,"16,732",,0,12,12,2,0.8,1.6
2012,ENERGYAUSTRALIA HOLDINGS LTD,Cathedral Rocks Wind Farm,,"639,410",,56,143,199,33,2,66
2012,ENERGYAUSTRALIA HOLDINGS LTD,Waterloo Wind Farm,,"1,131,173",,163,212,375,43,3.04,131
2012,ERARING ENERGY,Blayney Wind Farm,,"56,742",,4,40,44,15,0.66,9.9
2012,ERARING ENERGY,Crookwell Wind Farm,,"24,751",,1,28,29,28,3.4,95.2
2012,HYDRO-ELECTRIC CORPORATION,Musselroe Wind Farm,,"31,449",,"1,690",412,"2,102",56,,168
2012,IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,,"492,121",,27,0,27,35,35,52.5
2012,IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,,"608,449",,12,0,12,27,27,57
2012,IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,,"1,186,822",,20,0,20,,,
2012,IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,,"325,053",,24,0,24,98,98,195
2012,INFIGEN ENERGY LIMITED,Alinta Wind Farm,,"1,178,276",,68,601,669,,,
2012,INFIGEN ENERGY LIMITED,Capital Wind Farm,,"1,274,685",,131,609,740,67,,140.7
2012,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",,"2,424,891",,95,"1,048","1,143",,,
2012,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,,"539,419",,22,230,252,23,,48.3
2012,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,,"261,473",,49,62,111,22,22,35
2012,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,,"189,969",,11,265,276,12,1.75,21
2012,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,,"106,687",,8,12,20,20,20,12
2012,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,,"901,598",,103,"5,827","5,930",,,
2012,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,,"959,743",,103,"6,717","6,820",,,
2012,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,,"1,379,760",,0,201,201,48,3,370.8
2013,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,,"622,579",,31,375,,31,1.5,46.5
2013,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,,"2,506,981",,73,"1,173",,128,1.5,192
2013,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,,"1,292,065",,104,199,,45,2.1,95
2013,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,,"967,209",,85,156,,34,2.1,71
2013,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,,"1,743,573",,134,342,,63,2.1,132
2013,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,,"603,982",,63,179,,25,2.1,52.5
2013,AGL ENERGY LIMITED,Macarthur Wind Farm,,"3,838,563",,"1,114","2,358",,140,3,420
2013,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,,"607,814",,63,488,,32,2.1,67.2
2013,AGL ENERGY LIMITED,Wattle Point Wind Farm,,"1,065,059",,51,192,,55,1.65,91
2013,APT PIPELINES LIMITED,Emu Downs Wind Farm,,"869,699",,96,417,,48,1.65,79.2
2013,CANUNDA POWER PTY LTD,Canunda Wind Farm,,"471,574",,17,139,,23,2,46
2013,CWF HOLDINGS PTY LTD,Collgar Wind Farm,,"2,507,946",,213,914,,111,2,222
2013,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,,"369,514",,10,7,,12,2.95,35.4
2013,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,,"7,883",,0,1,,4,1.02,4
2013,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,,"57,543",,0,7,,9,0.225,2.025
2013,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,,"13,436",,0,8,,2,0.8,1.6
2013,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,,"715,588",,57,123,,33,2,66
2013,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,,"1,229,935",,86,169,,43,3.04,131
2013,GREEN STATE POWER PTY LTD,Blayney Wind Farm,,"65,569",,7,47,,15,0.66,9.9
2013,GREEN STATE POWER PTY LTD,Crookwell Wind Farm,,"65,569",,0,31,,28,3.4,95.2
2013,HYDRO-ELECTRIC CORPORATION,Musselroe Wind Farm,,"514,262",,34,2,,56,,168
2013,IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,,"548,625",,29,0,,35,35,52.5
2013,IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,,"656,001",,32,0,,27,27,57
2013,IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,,"161,201",,8,0,,14,14,18.2
2013,IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,,"1,279,151",,153,0,,,,
2013,IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,,"336,675",,32,0,,98,98,195
2013,INFIGEN ENERGY LIMITED,Alinta Wind Farm,,"1,207,884",,50,594,,,,
2013,INFIGEN ENERGY LIMITED,Capital Wind Farm,,"1,375,232",,68,710,,67,,140.7
2013,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",,"2,621,451",,81,818,,,,
2013,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,,"574,347",,12,278,,23,,48.3
2013,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,,"361,278",,"2,541",120,,,,
2013,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,,"664,081",,19,0,,,,
2013,NEW GULLEN RANGE WIND FARM (HOLDING) PTY LTD,Gullen Range Wind Farm,,"174,940",,0,245,,17,2.5,165.5
2013,ORIGIN ENERGY LIMITED,Crookwell Wind Farm,,"1,449",,1,2,,28,3.4,95.2
2013,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,,"360,374",,58,51,,22,22,35
2013,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,,"228,939",,17,211,,12,1.75,21
2013,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,,"116,915",,16,12,,20,20,12
2013,SENVION HOLDINGS PTY LTD,Wonthaggi Wind Farm,,"109,759",,21,0,,6,6,12
2013,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Musselroe Wind Farm Pty Ltd,,"1,288,981",,103,"1,945",,,,
2013,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,,"994,415",,73,"4,876",,,,
2013,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,,"1,039,760",,74,"5,082",,,,
2013,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,,"743,674",,56,116,,,,
2013,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,,"1,432,188",,74,200,,48,3,370.8
2013,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,,"373,153",,66,73,,,,
2014,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,NSW,567719,157700,19,293,312,31,1.5,46.5
2014,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,VIC,2461803,683834,77,1144,1221,128,1.5,192
2014,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,1136668,315741,135,217,352,45,2.1,95
2014,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,858516,238477,85,187,272,34,2.1,71
2014,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,1543714,428809,133,360,493,63,2.1,132
2014,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,489049,135847,75,175,250,25,2.1,52.5
2014,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,3589748,997152,371,2655,3026,140,3,420
2014,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,526539,146261,68,637,705,32,2.1,67.2
2014,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,937578,260438,49,229,278,55,1.65,91
2014,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,913852,253848,91,343,434,48,1.65,79.2
2014,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,445274,123687,17,156,173,23,2,46
2014,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,2566405,712890,227,611,838,111,2,222
2014,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,751603,208779,55,720,775,,,
2014,CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,NSW,265563,73768,20,128,148,,,
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,347600,96556,13,7,20,12,2.95,35.4
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,6871,1909,0,1,1,4,1.02,4
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,52851,14681,0,8,8,9,0.225,2.025
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,15140,4206,0,6,6,2,0.8,1.6
2014,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,620421,172339,65,128,193,33,2,66
2014,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,1063581,295439,66,226,292,43,3.04,131
2014,GSP ENERGY PTY LTD,Blayney Wind Farm,NSW,72296,20082,0,49,49,15,0.66,9.9
2014,GSP ENERGY PTY LTD,Crookwell Wind Farm,NSW,28521,7923,0,33,33,28,3.4,95.2
2014,IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,VIC,487533,135426,93,0,93,35,35,52.5
2014,IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,SA,615683,171023,26,0,26,27,27,57
2014,IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,VIC,160914,44698,24,0,24,14,14,18.2
2014,IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,VIC,1483286,412024,21,0,21,,,
2014,IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,VIC,324867,90241,107,0,107,98,98,195
2014,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,1190284,330634,47,624,671,,,
2014,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,1184184,328940,105,871,976,67,,140.7
2014,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,2477929,688314,88,888,976,,,
2014,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,462471,128464,33,186,219,23,,48.3
2014,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,VIC,1259336,349816,91,623,714,,,
2014,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,SA,672546,186818,16,24,40,,,
2014,MITSUI & CO (AUSTRALIA) LTD,Bald Hills Wind Farm,VIC,237597,65999,45,431,476,52,2.05,106.6
2014,NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,1295661,359906,0,397,397,,,
2014,ORIGIN ENERGY LIMITED,Cullerin Wind Farm,NSW,325681,90467,19,105,124,,,
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,SA,326963,90823,45,59,104,22,22,35
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,186002,51667,20,269,289,12,1.75,21
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,112473,31243,18,15,33,20,20,12
2014,SENVION HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,102127,28369,5,0,5,6,6,12
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Musselroe Wind Farm Pty Ltd,TAS,1900382,527884,151,2881,3032,,,
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,872765,242435,76,4756,4832,,,
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,1008270,280075,83,5486,5569,,,
2014,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,1538563,427379,47,148,195,,,
2014,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,1229676,341577,0,202,202,48,3,370.8
2014,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,1493388,414830,54,203,257,,,
2015,,Gunning Wind Farm,NSW,"595,234","165,343",22,283,305,31,1.5,46.5
2015,,Waubra Wind Farm,VIC,"2,352,139","653,372",93,950,"1,043",128,1.5,192
2015,,Hallett (Stage 1) Wind Farm,SA,"1,160,705","322,418",81,196,277,45,2.1,95
2015,,Hallett (Stage 2) Wind Farm,SA,"896,973","249,159",69,155,224,34,2.1,71
2015,,Hallett (Stage 4) Wind Farm,SA,"1,646,119","457,255",104,415,519,63,2.1,132
2015,,Hallett (Stage 5) Wind Farm,SA,"540,044","150,012",81,194,275,25,2.1,52.5
2015,,Macarthur Wind Farm,VIC,"3,624,124","1,006,701",348,"2,612","2,960",140,3,420
2015,,Oaklands Hill Wind Farm,VIC,"604,314","167,865",68,710,778,32,2.1,67.2
2015,,Wattle Point Wind Farm,SA,"963,022","267,506",45,195,240,55,1.65,91
2015,,Emu Downs Wind Farm,WA,"815,306","226,474",90,454,544,48,1.65,79.2
2015,,Canunda Wind Farm,SA,"426,416","118,449",15,117,132,23,2,46
2015,,Collgar Wind Farm,WA,"2,414,544","670,707",238,752,990,111,2,222
2015,,Boco Rock Wind Farm Pty Ltd,NSW,"1,202,811","334,114",94,932,"1,026",,,
2015,,Taralga Wind Farm Pty Ltd,NSW,"1,011,619","281,005",59,273,332,,,
2015,,Albany Wind Farm,WA,"345,142","95,873",12,8,20,12,2.95,35.4
2015,,Denham Wind Farm,WA,"6,683","1,856",0,0,0,4,1.02,4
2015,,Esperance Wind Farm,WA,"51,539","14,316",0,7,7,9,0.225,2.025
2015,,Kalbarri Wind Farm,WA,"13,826","3,841",0,6,6,2,0.8,1.6
2015,,Cathedral Rocks Wind Farm,SA,"616,428","171,230",47,129,176,33,2,66
2015,,Waterloo Wind Farm,SA,"1,103,990","306,664",72,210,282,43,3.04,131
2015,,Blayney Wind Farm,NSW,"68,007","18,891",0,44,44,15,0.66,9.9
2015,,Crookwell Wind Farm,NSW,"31,427","8,730",0,31,31,28,3.4,95.2
2015,,Challicum Hills Wind Farm,VIC,"491,832","136,620",27,196,223,35,35,52.5
2015,,Clements Gap Wind Farm,SA,"631,683","175,468",13,181,194,27,27,57
2015,,Codrington Wind Farm,VIC,"148,019","41,116",11,55,66,14,14,18.2
2015,,Portland Wind Farms,VIC,"1,657,431","460,398",5,0,5,,,
2015,,Yambuk Wind Farm,VIC,"308,923","85,812",24,196,220,98,98,195
2015,,Alinta Wind Farm,WA,"1,103,621","306,561",43,752,795,,,
2015,,Capital Wind Farm,NSW,"1,333,851","370,514",103,788,891,67,,140.7
2015,,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,394,147","665,041",63,803,866,,,
2015,,Woodlawn Wind Farm,NSW,"545,517","151,533",22,335,357,23,,48.3
2015,,Mt Mercer Wind farm Pty Ltd,VIC,"1,271,657","353,238",120,1,121,,,
2015,,Mt Millar Wind Farm Pty Ltd,SA,"658,516","182,921",0,0,0,,,
2015,,Bald Hills Wind Farm,VIC,"1,165,374","323,715",45,844,889,52,2.05,106.6
2015,,Mumbida Wind Farm,WA,"547,031","151,953",2,328,330,,,
2015,,New Gullen Range Wind Farm Pty Ltd,NSW,"1,679,312","466,476",0,437,437,,,
2015,,Cullerin Wind Farm,NSW,"367,841","102,178",8,90,98,,,
2015,,Starfish Hill Wind Farm,SA,"326,439","90,678",55,59,114,22,22,35
2015,,Toora Wind Farm,VIC,"186,575","51,826",16,238,254,12,1.75,21
2015,,Windy Hill Wind Farm,QLD,"98,228","27,286",19,16,35,20,20,12
2015,,Musselroe Wind Farm Pty Ltd,TAS,"1,958,343","543,984",159,"1,747","1,906",,,
2015,,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"845,275","234,799",84,"1,565","1,649",,,
2015,,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"976,551","271,264",85,"1,805","1,890",,,
2015,,SNOWTOWN SOUTH WIND FARM,SA,"1,595,739","443,261",104,505,609,,,
2015,,Snowtown Wind Farm,SA,"1,254,374","348,437",0,238,238,48,3,370.8
2015,,SNOWTOWN WIND FARM STAGE 2,SA,"1,608,296","446,749",119,600,719,,,
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"562,485","156,246",46,283,329,31,1.5,46.5
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,204,701","612,417",129,"1,080","1,209",128,1.5,192
2016,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,028,152","285,598",82,294,376,45,2.1,95
2016,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"808,478","224,577",70,221,291,34,2.1,71
2016,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,425,024","395,840",81,651,732,63,2.1,132
2016,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"440,273","122,298",85,378,463,25,2.1,52.5
2016,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,218,676","894,077",322,"3,215","3,537",140,3,420
2016,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"612,654","170,182",63,793,856,32,2.1,67.2
2016,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"838,991","233,053",43,221,264,55,1.65,91
2016,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"931,765","258,824",64,281,345,48,1.65,79.2
2016,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"424,757","117,988",8,112,120,23,2,46
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"354,476","98,466",23,87,110,8,2.05,30
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"10,918","3,033",1,8,9,6,6,12
2016,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,506,701","696,306",270,556,826,111,2,222
2016,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,257,486","349,302",116,929,"1,045",,,
2016,EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,269,684","352,690",120,812,932,,,
2016,EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"736,620","204,617",45,247,292,,,
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"309,241","85,900",12,11,23,12,2.95,35.4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"7,884","2,190",-,0,0,4,1.02,4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"51,440","14,289",1,6,7,9,0.225,2.025
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"14,429","4,008",-,3,3,2,0.8,1.6
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,"551,476","153,188",53,121,174,33,2,66
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"1,113,109","309,197",57,263,320,43,3.04,131
2016,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,244,260","345,628",65,472,537,,,
2016,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,276,714","354,643",168,901,"1,069",67,,140.7
2016,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,400,179","666,716",115,793,908,,,
2016,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"528,884","146,912",42,404,446,23,,48.3
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"562,485","156,246",46,283,329,31,1.5,46.5
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,204,701","612,417",129,"1,080","1,209",128,1.5,192
2016,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,028,152","285,598",82,294,376,45,2.1,95
2016,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"808,478","224,577",70,221,291,34,2.1,71
2016,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,425,024","395,840",81,651,732,63,2.1,132
2016,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"440,273","122,298",85,378,463,25,2.1,52.5
2016,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,218,676","894,077",322,"3,215","3,537",140,3,420
2016,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"612,654","170,182",63,793,856,32,2.1,67.2
2016,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"838,991","233,053",43,221,264,55,1.65,91
2016,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"931,765","258,824",64,281,345,48,1.65,79.2
2016,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"424,757","117,988",8,112,120,23,2,46
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"354,476","98,466",23,87,110,8,2.05,30
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"10,918","3,033",1,8,9,6,6,12
2016,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,506,701","696,306",270,556,826,111,2,222
2016,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,257,486","349,302",116,929,"1,045",,,
2016,EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,269,684","352,690",120,812,932,,,
2016,EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"736,620","204,617",45,247,292,,,
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"309,241","85,900",12,11,23,12,2.95,35.4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"7,884","2,190",-,0,0,4,1.02,4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"51,440","14,289",1,6,7,9,0.225,2.025
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"14,429","4,008",-,3,3,2,0.8,1.6
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,"551,476","153,188",53,121,174,33,2,66
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"1,113,109","309,197",57,263,320,43,3.04,131
2016,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,244,260","345,628",65,472,537,,,
2016,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,276,714","354,643",168,901,"1,069",67,,140.7
2016,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,400,179","666,716",115,793,908,,,
2016,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"528,884","146,912",42,404,446,23,,48.3
2016,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,VIC,"1,304,419","362,339",87,-,87,,,
2016,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,SA,"577,001","160,278",41,-,41,,,
